File_name,Product_name,URL,Category,SubCategory,Website
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric Wendy 1 Star 1200 mm 3 Blade Ceiling Fan (Topaz Gold)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGJWN8EZKZYSBG,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric Wendy 1 Star 1200 mm 3 Blade Ceiling Fan (Walnut)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGJWN8RXWMKSDK,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric Wendy 1 Star 1200 mm 3 Blade Ceiling Fan (Black Gold)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGJWN8S6JPRHFG,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric Wendy BLDC 5 Star 1200 mm Ceiling Fan (Azure Blue)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGZJCDBG7XF2YQ,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric Wendy BLDC 5 Star 1200 mm Ceiling Fan (Topaz Gold Brown)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGZJCDDNDBYHYR,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric Wendy BLDC 1 5 Star 1200mm Ceiling Fan(BlueSilver BlackGold Topaz Brown Walnut)-Flipkart_Orient,PRODUCT_Orient Electric 1200 mm BLDC Motor Ceiling Fan (White Walnut)-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=FANGZJCDHTTXGDNC,Fans,Ceiling,Flipkart
PRODUCT_Orient Electric 12W Emergency Rechargeable LED Bulb 6500K Cool White-Amazon_Orient,PRODUCT_Orient Electric 12W Emergency Rechargeable LED Bulb 6500K Cool White-Amazon_Orient,https://www.amazon.in/dp/B09X75ZYS5,Lighting,Light,Amazon
PRODUCT_Orient Electric 12W High Glow LED Bulb 6500K Cool White-Amazon_Orient,PRODUCT_Orient Electric 12W High Glow LED Bulb 6500K Cool White-Amazon_Orient,https://www.amazon.in/dp/B0CH5CBM41,Lighting,Light,Amazon
PRODUCT_Orient Electric 20W Mood light LED batten 2000 lumen light output Three color-Amazon_Orient,PRODUCT_Orient Electric 20W Mood light LED batten 2000 lumen light output Three color-Amazon_Orient,https://www.amazon.in/dp/B0CH6DCPKC,Lighting,Light,Amazon
PRODUCT_Orient Electric 3 in 1 Recessed LED Panel Light Mood Light 12W 130mm White-Amazon_Orient,PRODUCT_Orient Electric 3 in 1 Recessed LED Panel Light Mood Light 12W 130mm White-Amazon_Orient,https://www.amazon.in/dp/B0CH5B7DYV,Lighting,Light,Amazon
PRODUCT_Orient Electric 9W High Glo LED bulb 3000K-Amazon_Orient,PRODUCT_Orient Electric 9W High Glo LED bulb 3000K-Amazon_Orient,https://www.amazon.in/dp/B0CH5CNCP4,Lighting,Light,Amazon
PRODUCT_Orient Electric 9W High Glow LED Bulb 180 degree wide beam angle 4 kV 6500K White-Amazon_Orient,PRODUCT_Orient Electric 9W LED Bulb 180 degree wide beam angle 4 kV 6500K White-Amazon_Orient,https://www.amazon.in/dp/B0CH5D4WTG,Lighting,Light,Amazon
PRODUCT_Orient Electric Durahot Electric Kettle 1.5 L Black-Flipkart_Orient,PRODUCT_Orient Electric Durahot Electric Kettle 1.5 L Black-Flipkart_Orient,https://www.flipkart.com/product/p/itm?pid=EKTGSD8W8MYM8GGF,Lighting,Light,Flipkart
PRODUCT_Orient Electric Electric 25W Grace Delite LED Batten 2500 lumens Bright LED tubelight Three Color-Amazon_Orient,PRODUCT_Orient Electric 25W Grace Delite LED Batten 2500 lumens Bright LED tubelight Three Color-Amazon_Orient,https://www.amazon.in/dp/B0CH6BG7MK,Lighting,Light,Amazon
PRODUCT_Orient Electric Full Screen 12W Rimless LED Surface Panel Light Cool White-Amazon_Orient,PRODUCT_Orient Electric Full Screen 12W Rimless LED Surface Panel Light Cool White-Amazon_Orient,https://www.amazon.in/dp/B0CH68DKPK,Lighting,Light,Amazon
PRODUCT_Orient Electric Grace Pro 20W LED Batten 2000 lumens Bright Light Three Color-Amazon_Orient,PRODUCT_Orient Electric Grace Pro 20W LED Batten 2000 lumens Bright Light Three Color-Amazon_Orient,https://www.amazon.in/dp/B0CHYRL1NR,Lighting,Light,Amazon
PRODUCT_Orient Electric High Glo LED Bulb 15W Cool white light 6500K B22d-Amazon_Orient,PRODUCT_Orient Electric High Glo LED Bulb 15W Cool white light 6500K B22d-Amazon_Orient,https://www.amazon.in/dp/B0BDV88F42,Lighting,Light,Amazon
PRODUCT_Orient Electric LED Bulb Surface Panel 65K 12W 1000 Lumens Surge Protection-Amazon_Orient,PRODUCT_Orient Electric LED Bulb Surface Panel 65K 12W 1000 Lumens Surge Protection-Amazon_Orient,https://www.amazon.in/dp/B0CJ5K6WNM,Lighting,Light,Amazon
PRODUCT_Orient Electric Moonlite 6W LED Down Light Recessed Ceiling LED Light Cool White-Amazon_Orient,PRODUCT_Orient Electric Moonlite 6W LED Down Light Recessed Ceiling LED Light Cool White-Amazon_Orient,https://www.amazon.in/dp/B0CH6BVFQG,Lighting,Light,Amazon
PRODUCT_Orient Electric Moonlite 9W LED Down Light 3 inch Recessed Ceiling LED Light Cool White-Amazon_Orient,PRODUCT_Orient Electric Moonlite 9W LED Down Light 3 inch Recessed Ceiling LED Light Cool White-Amazon_Orient,https://www.amazon.in/dp/B0CH68DQ8K,Lighting,Light,Amazon
PRODUCT_Orient Electric Motion Sensor Downlight 12W LED Bulb 70mm 1000 Lumens-Amazon_Orient,PRODUCT_Orient Electric Motion Sensor Downlight 12W LED Bulb 70mm 1000 Lumens-Amazon_Orient,https://www.amazon.in/dp/B0CJ5K4HK1,Lighting,Light,Amazon
PRODUCT_Orient Electric Motion Sensor LED Bulb 12W Radar Based led Light White-Amazon_Orient,PRODUCT_Orient Electric Motion Sensor LED Bulb 12W Radar Based led Light White-Amazon_Orient,https://www.amazon.in/dp/B0CH5BXDJ6,Lighting,Light,Amazon
PRODUCT_Orient Electric Multipurpose LED Bulb 15W multi wattage led light 6500K B22d cap White-Amazon_Orient,PRODUCT_Orient Electric Multipurpose LED Bulb 15W multi wattage led light 6500K B22d cap White-Amazon_Orient,https://www.amazon.in/dp/B09X76PYZN,Lighting,Light,Amazon
PRODUCT_Orient Electric Multipurpose LED Bulb 9W to 0.5W 6500K Cool White-Amazon_Orient,PRODUCT_Orient Electric Multipurpose LED Bulb 9W to 0.5W 6500K Cool White-Amazon_Orient,https://www.amazon.in/dp/B0CJ5G9PZP,Lighting,Light,Amazon
